LDN,Elev,GDP,Nt,Pop,Pre,Tem
1,0.282635,0.0112721,0,0.0004136,0.300007,0.833037
1,0.262436,0.0097105,0.166667,0.0081364,0.380731,0.813216
-1,0.279017,0.0060064,0.0166667,0.0018587,0.283139,0.802268
1,0.307356,0.052903,0.333333,0.0031502,0.29419,0.787926
1,0.171691,0.0017678,0,0.0010666,0.473429,0.917066
1,0.175761,0.0013458,0,0.0003853,0.425427,0.900073
1,0.245101,0.0028131,0,0.000183,0.52317,0.852218
1,0.347151,0.0020197,0,0.000683,0.353855,0.746933
1,0.293036,0.0025218,0.0444444,0.0013971,0.279925,0.776089
1,0.424631,0.001848,0,0.0000712,0.35114,0.684527
1,0.380615,0.0017115,0.0119048,0.0008392,0.413133,0.754009
-1,0.257462,0.262295,0.426984,0.0119412,0.314926,0.80648
1,0.348508,0.0035896,0,0.0006846,0.339202,0.765158
1,0.129635,0.0032656,0,0.0018524,0.540651,0.948097
1,0.324992,0.0029566,0,0.0007711,0.284394,0.756847
0,0.39599,0.0030038,0,0.000075,0.297004,0.642078
0,0.257462,0.0054108,0,0.0007735,0.360503,0.804623
1,0.222038,0.0010221,0,0.0006476,0.558979,0.883142
1,0.290473,0.0071919,0,0.0002803,0.312055,0.785294
1,0.307055,0.0054674,0,0.0002995,0.333055,0.783654
1,0.296955,0.0020441,0,0.0002311,0.446623,0.845019
1,0.222641,0.0061024,0,0.0003801,0.319206,0.874123
1,0.272988,0.0056065,0,0.0004218,0.32752,0.761574
1,0.304793,0.0013894,0,0.0003126,0.406487,0.785251
1,0.193247,0.0018178,0,0.000273,0.575631,0.899947
1,0.351221,0.0012092,0,0.0003883,0.37351,0.74239
1,0.256859,0.0046052,0.0039683,0.0000847,0.540531,0.811016
0,0.286253,0.0051101,0.0468254,0.0034508,0.27497,0.802303
1,0.249171,0.0019629,0,0.000822,0.523494,0.891484
0,0.206663,0.0063611,0.018254,0.003404,0.532687,0.840969
1,0.293036,0.0053143,0.0134921,0.0017081,0.533468,0.780163
-1,0.223847,0.0028746,0,0.000514,0.402901,0.877297
1,0.232137,0.0053932,0.0214286,0.0029672,0.534354,0.825866
1,0.18782,0.0014817,0,0.000838,0.56442,0.894363
1,0.344287,0.0025096,0,0.0001934,0.376405,0.708965
1,0.181188,0.0009594,0,0.0007171,0.536345,0.91202
1,0.303286,0.0026358,0,0.0002479,0.558455,0.763032
1,0.193247,0.0025663,0,0.0001329,0.518145,0.898189
-1,0.255803,0.0083207,0.163492,0.0049186,0.368056,0.830308
1,0.143503,0.0010881,0,0.0000721,0.499145,0.897702
1,0.205457,0.0042655,0,0.0009878,0.575421,0.88097
1,0.120591,0.0012028,0,0.0003131,0.534416,0.944551
1,0.112752,0.0014032,0,0.0007333,0.489204,0.925555
1,0.238016,0.0014233,0,0.0001584,0.51718,0.878086
1,0.44694,0.0016697,0,0.0002217,0.39701,0.643121
1,0.313084,0.0033618,0,0.0001575,0.498189,0.740314
1,0.26741,0.0041663,0.065873,0.0006337,0.432019,0.816532
1,0.304341,0.0105855,0.10873,0.0008415,0.317053,0.771569
1,0.322731,0.017033,0,0.0006443,0.317841,0.757242
0,0.11426,0.0011797,0,0.000412,0.511542,0.920008
1,0.261682,0.0017378,0,0.0008336,0.524485,0.797812
1,0.281881,0.0021107,0,0.0004467,0.396232,0.801206
1,0.263943,0.0010691,0,0.0004018,0.313803,0.825264
1,0.214953,0.002312,0,0.0002663,0.665857,0.856052
1,0.395387,0.001139,0,0.0002555,0.361495,0.641925
1,0.289418,0.0020182,0.0198413,0.0010431,0.408436,0.797778
1,0.229424,0.0019694,0,0.0012151,0.438719,0.848905
1,0.126168,0.0017691,0,0.0007469,0.513456,0.927177
1,0.113054,0.0248369,0,0.0001851,0.407324,0.909084
1,0.17561,0.0015018,0,0.000165,0.510163,0.905729
1,0.289117,0.0037165,0,0.0014753,0.325746,0.785911
1,0.290624,0.001147,0,0.0004162,0.514416,0.82337
1,0.325897,0.0081709,0,0.0005293,0.383795,0.760256
1,0.407446,0.0015778,0,0.0000634,0.334978,0.697685
1,0.299819,0.0011523,0,0.0002507,0.336071,0.794407
1,0.434127,0.0057205,0,0.0000624,0.454013,0.670165
1,0.250226,0.0036896,0,0.0002179,0.536415,0.839768
1,0.225505,0.0020476,0,0.0007052,0.437872,0.827046
1,0.367802,0.0035736,0,0.0001533,0.386756,0.740082
1,0.323636,0.0060954,0,0.0002,0.444627,0.738181
1,0.194905,0.0052461,0,0.0004465,0.410821,0.889402
0,0.233796,0.0023982,0.034127,0.0006278,0.353977,0.862501
1,0.175761,0.0010998,0,0.0001183,0.512507,0.887464
1,0.113054,0.0010619,0,0.0004618,0.680422,0.960744
1,0.306301,0.0028815,0,0.0003408,0.282121,0.761205
1,0.313386,0.0020423,0,0.0001906,0.455465,0.795885
1,0.321978,0.0042137,0,0.0003208,0.406869,0.764961
1,0.22445,0.0040212,0,0.0001177,0.556084,0.865007
1,0.178475,0.0012578,0,0.0002092,0.502702,0.874297
1,0.321224,0.0081242,0,0.0071484,0.289073,0.786738
1,0.201839,0.0008727,0,0.0003101,0.564932,0.910174
1,0.205457,0.0046942,0,0.0004671,0.420883,0.83949
-1,0.402171,0.0026564,0.213492,0.0021955,0.346234,0.696575
-1,0.307055,0.0049641,0,0.0002487,0.41153,0.763596
1,0.168827,0.0013286,0,0.0006273,0.4412,0.914429
0,0.277208,0.00666,0,0.0003582,0.385453,0.791363
1,0.373832,0.0024993,0,0.0001919,0.375148,0.733587
1,0.258818,0.0056605,0.0468254,0.0008119,0.436855,0.82823
1,0.353934,0.002571,0,0.0004263,0.319979,0.697954
1,0.252939,0.0040966,0,0.0003746,0.261391,0.855875
1,0.207869,0.002175,0,0.000162,0.495209,0.880619
1,0.252035,0.0019056,0,0.0002245,0.499051,0.888042
1,0.419355,0.0035481,0,0.0001818,0.330084,0.68107
0,0.271179,0.0117074,0,0.0002191,0.330222,0.817006
1,0.485831,0.0030421,0,0.0001778,0.303517,0.632258
1,0.234248,0.0013134,0.0063492,0.0011028,0.43463,0.839732
1,0.313084,0.006992,0.0785714,0.0006441,0.312995,0.770825
1,0.190986,0.001333,0,0.000304,0.521554,0.901151
-1,0.309617,0.0033446,0,0.000754,0.414045,0.769068
1,0.239825,0.0122903,0,0.0008443,0.318725,0.827952
1,0.261833,0.0049838,0,0.0003877,0.351493,0.797958
1,0.356798,0.0017864,0,0.0002045,0.291191,0.741113
1,0.144558,0.0043575,0.0238095,0.0002343,0.586771,0.923348
1,0.291528,0.0213803,0.0198413,0.0005999,0.323997,0.784431
1,0.325294,0.0054429,0,0.0003791,0.413256,0.748454
1,0.213446,0.0011978,0,0.0007515,0.44803,0.85921
1,0.268616,0.0033071,0,0.0003346,0.331806,0.834886
1,0.0960205,0.0038412,0.0119048,0.0012216,0.626408,0.971466
1,0.248267,0.003043,0.0079365,0.0006103,0.368978,0.838589
1,0.283841,0.0025467,0,0.0005171,0.295023,0.789169
1,0.203196,0.0018958,0,0.0000468,0.574819,0.891561
1,0.12647,0.0021991,0.0166667,0.0014982,0.544791,0.954263
-1,0.2552,0.0033362,0.10873,0.0071334,0.286177,0.804597
1,0.230178,0.003196,0,0.0001927,0.398991,0.870667
1,0.287006,0.0015867,0,0.0003805,0.525473,0.78254
1,0.374736,0.0011225,0,0.0001383,0.401345,0.72487
1,0.375188,0.0012478,0.0190476,0.0001426,0.359128,0.689518
1,0.243594,0.001331,0,0.0000851,0.5054,0.861441
1,0.337805,0.0022733,0,0.0002393,0.433141,0.757163
1,0.216762,0.0026442,0,0.0005459,0.519877,0.869376
1,0.323184,0.0962197,0,0.0001343,0.322471,0.740627
1,0.448297,0.0016941,0,0.0001385,0.351375,0.650953
-1,0.192945,0.0034578,0,0.0003531,0.358193,0.905421
1,0.208472,0.0012049,0.0047619,0.0001044,0.439287,0.869974
-1,0.181188,0.0031087,0,0.0005302,0.422761,0.872277
1,0.31022,0.001794,0,0.00034,0.338833,0.748251
1,0.311426,0.0124467,0,0.0003688,0.316964,0.727556
1,0.322882,0.0033273,0,0.0002498,0.400278,0.756071
1,0.230932,0.0020869,0,0.0004127,0.462048,0.856346
1,0.290323,0.0023374,0.0119048,0.0009554,0.318409,0.791777
1,0.170485,0.0010511,0.0055556,0.000532,0.571483,0.904932
1,0.249774,0.0011083,0,0.0003857,0.386876,0.864979
1,0.298613,0.0021207,0,0.0017699,0.344174,0.806587
1,0.30811,0.0027589,0,0.0001128,0.44871,0.705779
1,0.243895,0.0026734,0,0.0003456,0.386291,0.838635
1,0.258366,0.0023469,0,0.0002717,0.563035,0.840242
-1,0.189931,0.0035959,0,0.0003935,0.593969,0.910693
0,0.480404,0.0023673,0,0.0000602,0.501085,0.588351
1,0.237866,0.0020232,0,0.0004894,0.47131,0.8869
1,0.303738,0.0030791,0.0166667,0.0004878,0.320242,0.736529
1,0.145011,0.0021508,0,0.0001687,0.599389,0.915656
-1,0.188423,0.0006083,0,0.0002401,0.558026,0.894259
0,0.233343,0.0035527,0,0.0003164,0.26093,0.896527
1,0.258667,0.0018539,0,0.000094,0.684276,0.834161
1,0.273741,0.0036736,0,0.0008118,0.447735,0.852625
1,0.351673,0.0018994,0,0.0001516,0.343919,0.747997
0,0.109285,0.0033712,0,0.0002869,0.403263,0.888585
1,0.211637,0.0016589,0,0.0002037,0.465959,0.888095
1,0.324992,0.0129435,0,0.0006484,0.314174,0.787759
-1,0.241935,0.0062458,0,0.0010131,0.330857,0.825406
1,0.300874,0.004509,0,0.0004414,0.321276,0.770914
1,0.33675,0.0039109,0,0.0003813,0.515827,0.742776
1,0.158426,0.0016142,0,0.0001679,0.616196,0.918008
0,0.121797,0.0059918,0.0119048,0.0009871,0.582179,0.944161
1,0.4489,0.0015341,0,0.0001362,0.382244,0.612183
1,0.232891,0.0008008,0,0.0001856,0.566168,0.840495
1,0.18571,0.0134863,0.0119048,0.0001482,0.599389,0.89908
0,0.191438,0.002701,0,0.000456,0.458583,0.865987
1,0.269822,0.0015528,0.107937,0.0021495,0.453036,0.800311
1,0.354688,0.0012063,0,0.0002265,0.374877,0.707226
1,0.323485,0.0018341,0,0.0006268,0.37342,0.794869
1,0.270877,0.002894,0,0.002897,0.518792,0.836424
1,0.252035,0.0046123,0.197619,0.0017541,0.522367,0.821633
-1,0.266657,0.0027128,0,0.000419,0.336274,0.807662
1,0.357401,0.0032645,0,0.0003767,0.28883,0.731247
1,0.162044,0.0014778,0,0.0006582,0.598781,0.868809
1,0.254447,0.0085977,0,0.0006042,0.29054,0.815421
1,0.299668,0.0019989,0.0119048,0.000727,0.474367,0.772017
1,0.253844,0.0011567,0,0.0001174,0.380989,0.814072
1,0.143352,0.001503,0,0.0002634,0.632257,0.937883
1,0.253241,0.0034102,0,0.0003251,0.257577,0.870208
1,0.291528,0.003363,0.0119048,0.0011147,0.470837,0.815807
1,0.319867,0.0018709,0,0.0001253,0.346195,0.767636
1,0.20003,0.0035206,0,0.0002311,0.391697,0.827187
1,0.343232,0.0014262,0,0.0002927,0.354209,0.7222
1,0.175158,0.0013232,0,0.0000626,0.50715,0.910638
1,0.19596,0.0013976,0,0.0001665,0.429766,0.902624
1,0.219174,0.0040233,0,0.0003477,0.418075,0.862987
1,0.222038,0.0039429,0,0.0000459,0.534554,0.839718
1,0.299216,0.0165145,0.194444,0.0015305,0.343977,0.748419
-1,0.335846,0.0038028,0,0.0006145,0.500462,0.739727
1,0.133856,0.0017549,0,0.0005513,0.631251,0.93248
1,0.36132,0.0017349,0,0.0001557,0.446822,0.71482
1,0.198824,0.0023406,0,0.0005489,0.615055,0.876864
1,0.199276,0.0055516,0,0.0001747,0.567328,0.891104
0,0.384534,0.0020198,0,0.0004139,0.278942,0.725262
1,0.127073,0.0010481,0,0.0002657,0.501344,0.906219
1,0.229726,0.0014685,0,0.0004127,0.533421,0.874051
1,0.36931,0.002481,0,0.0004847,0.333153,0.674965
1,0.330118,0.0024963,0,0.0000647,0.615378,0.751772
0,0.24495,0.0051484,0,0.0005482,0.258471,0.880491
1,0.309466,0.0044701,0,0.0006939,0.403708,0.806929
1,0.226409,0.0038038,0,0.000529,0.476762,0.879486
0,0.316551,0.0018242,0,0.0005809,0.366519,0.808908
1,0.343383,0.0075277,0,0.001241,0.405905,0.699245
1,0.291679,0.0072667,0.0119048,0.0011448,0.356762,0.758502
1,0.308713,0.0098544,0,0.0015868,0.370372,0.733868
1,0.329665,0.025436,0.052381,0.0007421,0.363426,0.726884
1,0.245402,0.0036217,0,0.0007438,0.426511,0.788218
1,0.250528,0.0017521,0,0.0006636,0.418634,0.796331
1,0.267109,0.0051737,0,0.0021546,0.327203,0.750552
1,0.182695,0.0016732,0,0.0010723,0.440534,0.823438
1,0.40609,0.0052577,0,0.0005611,0.352321,0.633823
1,0.515677,0.0049765,0,0.0003439,0.355767,0.529142
1,0.320772,0.0068871,0,0.0021173,0.368322,0.699644
1,0.359361,0.0237085,0.0531746,0.0006835,0.485903,0.70292
1,0.282032,0.0097172,0,0.0041399,0.349324,0.770428
1,0.209074,0.0019879,0,0.0018941,0.402556,0.810322
1,0.252789,0.0013678,0,0.000389,0.456352,0.783101
1,0.19189,0.0016583,0,0.0005997,0.460686,0.840798
1,0.286102,0.0949153,0.902381,0.007725,0.351837,0.760963
1,0.241634,0.0078544,0,0.0003827,0.398457,0.774034
1,0.218872,0.0035763,0,0.0001079,0.645437,0.798853
1,0.199427,0.0014865,0,0.0002769,0.399088,0.809332
1,0.0917998,0.0031554,0,0.0014886,0.587958,0.908658
1,0.306904,0.0050474,0,0.0011012,0.322531,0.744818
1,0.296503,0.0014465,0,0.0003507,0.402958,0.754744
1,0.39795,0.0054839,0,0.0007098,0.344566,0.621485
1,0.246005,0.0099071,0,0.0010984,0.433307,0.777864
1,0.166265,0.004073,0,0.0007355,0.540415,0.838172
0,0.266054,0.0099424,0.334921,0.0050042,0.325025,0.784134
1,0.247211,0.0034565,0,0.0012113,0.445575,0.781919
1,0.260476,0.0138827,0.411905,0.0279431,0.352585,0.783511
1,0.228369,0.0016047,0,0.0003182,0.406573,0.778073
1,0.287006,0.0097883,0,0.0006483,0.498551,0.75651
1,0.209828,0.0107634,0,0.0010848,0.438262,0.824095
1,0.224902,0.0029874,0,0.0010136,0.483238,0.80136
1,0.243141,0.0018219,0,0.000582,0.397462,0.778894
1,0.32861,0.0328936,0,0.000392,0.371086,0.724817
0,0.0936087,0.0032053,0,0.0001805,0.57901,0.924455
1,0.220078,0.0076833,0,0.0011552,0.352446,0.815149
0,0.286403,0.0118888,0,0.0002612,0.354952,0.773485
1,0.296804,0.0107247,0.175397,0.0097687,0.361392,0.735479
1,0.31836,0.0105012,0.0746032,0.0036239,0.410293,0.726439
1,0.284293,0.0074334,0.0436508,0.0028679,0.363537,0.766124
1,0.310974,0.0090328,0,0.0019992,0.384457,0.698048
1,0.25927,0.0128119,0,0.0013227,0.430442,0.768317
1,0.18767,0.0014703,0.0150794,0.0009801,0.407824,0.826287
1,0.298915,0.0015571,0,0.0007307,0.388505,0.749748
1,0.226409,0.0098466,0,0.0023849,0.408823,0.794228
1,0.196412,0.0193393,0.0103175,0.0004591,0.348894,0.849371
1,0.212692,0.0097598,0.0047619,0.0004338,0.512805,0.818933
1,0.324992,0.0293273,0.0888889,0.0016664,0.365857,0.725369
1,0.31233,0.0070823,0.0142857,0.001839,0.377969,0.702229
1,0.273138,0.0037591,0,0.0007837,0.505603,0.777631
1,0.212843,0.009137,0,0.0004634,0.464727,0.811066
1,0.359813,0.0063576,0,0.001192,0.393535,0.708659
1,0.335092,0.0068371,0,0.0003789,0.346482,0.698889
1,0.346096,0.0052628,0.0055556,0.001531,0.33645,0.720621
1,0.146367,0.0050791,0.0095238,0.0004504,0.385197,0.864577
1,0.223093,0.0042881,0,0.000608,0.380385,0.824246
-1,0.296804,0.0127776,0.0587302,0.0020142,0.322243,0.768512
1,0.237413,0.0014906,0,0.000243,0.379738,0.798697
1,0.196262,0.0016877,0,0.0004282,0.447808,0.818205
1,0.292131,0.007948,0,0.0005254,0.378758,0.738185
1,0.270274,0.0101476,0,0.0012305,0.530017,0.767664
0,0.221134,0.0164773,0.0166667,0.0028674,0.365356,0.811915
1,0.384986,0.0050043,0,0.0000971,0.338263,0.646601
1,0.291679,0.0153458,0,0.0021507,0.341852,0.764807
1,0.242689,0.0043325,0,0.0008823,0.392485,0.809705
1,0.217064,0.019389,0,0.0006703,0.373587,0.8131
0,0.196262,0.012046,0,0.00027,0.35145,0.847148
1,0.317154,0.0314863,0,0.0004128,0.372891,0.72797
1,0.302231,0.0061433,0.0055556,0.000785,0.333883,0.759828
1,0.301628,0.0014487,0,0.000396,0.416434,0.75155
1,0.282635,0.0066612,0,0.0006813,0.331078,0.772113
1,0.172144,0.0025158,0,0.0007258,0.585419,0.842493
1,0.326048,0.0315188,0,0.0007733,0.373987,0.721524
1,0.162496,0.001752,0,0.0009122,0.461659,0.861031
1,0.129635,0.0018546,0,0.0002538,0.476286,0.900679
1,0.223696,0.0015005,0,0.0008853,0.48771,0.797127
1,0.319264,0.0114467,0.0563492,0.000841,0.474315,0.741464
1,0.231535,0.0014874,0,0.0006925,0.490971,0.785752
1,0.25309,0.0013207,0,0.0009318,0.473235,0.779533
1,0.311727,0.0026318,0,0.0007251,0.558726,0.742546
1,0.234549,0.0039893,0,0.0014129,0.606594,0.789943
1,0.339916,0.0060702,0.286508,0.013182,0.327167,0.707897
-1,0.184052,0.0177241,0.298413,0.0088935,0.331896,0.84619
1,0.317606,0.0236357,0,0.00059,0.334385,0.740857
1,0.301779,0.0089245,0.242063,0.0036307,0.3702,0.735578
1,0.288363,0.0061232,0,0.0008782,0.374588,0.753561
1,0.234097,0.0016442,0,0.0007554,0.499058,0.790209
1,0.279922,0.0035987,0,0.0006842,0.628259,0.761867
1,0.291076,0.0078562,0,0.0010099,0.384271,0.712043
1,0.230027,0.0019585,0,0.000685,0.418109,0.794612
1,0.236057,0.0048192,0,0.0006958,0.41414,0.80081
1,0.258969,0.0107087,0,0.0009052,0.554576,0.766517
1,0.24284,0.0129064,0,0.0004482,0.448163,0.786514
1,0.351824,0.0091702,0,0.0007433,0.39588,0.661119
1,0.331022,0.0069944,0,0.000804,0.361002,0.722039
1,0.0708472,0.0018469,0,0.00031,0.464247,0.922149
1,0.279771,0.0083718,0,0.0012963,0.418532,0.762726
1,0.127676,0.0035673,0,0.0008484,0.489375,0.869428
1,0.238016,0.0141222,0,0.0010461,0.313688,0.815572
1,0.192192,0.0015121,0,0.0005118,0.466049,0.826675
1,0.288815,0.0072089,0.107143,0.0030186,0.333672,0.76958
1,0.283841,0.005033,0.0047619,0.0028011,0.320186,0.752739
1,0.201387,0.001652,0,0.0007343,0.40353,0.823496
1,0.253693,0.0078306,0,0.0029877,0.379672,0.748413
1,0.163702,0.001545,0,0.0011643,0.418543,0.852744
1,0.224751,0.001559,0.0238095,0.0021448,0.37677,0.805099
1,0.206813,0.0014624,0,0.0008693,0.482441,0.817142
1,0.279922,0.002851,0,0.0007972,0.562598,0.752157
1,0.332077,0.0057446,0,0.0003452,0.384802,0.70925
1,0.235152,0.0043759,0.05,0.0017367,0.446929,0.796081
1,0.246759,0.0013549,0,0.0003282,0.368048,0.777137
1,0.195508,0.0032483,0,0.0009593,0.509289,0.815319
1,0.223395,0.001369,0,0.0002328,0.362237,0.782959
1,0.309165,0.0029735,0,0.0007165,0.541109,0.739764
1,0.261682,0.0018721,0,0.0006346,0.394232,0.777352
1,0.319114,0.0074543,0.0055556,0.0016095,0.372253,0.704128
1,0.2347,0.0137079,0,0.0007319,0.429369,0.804276
-1,0.282786,0.0481831,0.302381,0.0066166,0.351488,0.769437
1,0.121646,0.0026602,0,0.0002896,0.600646,0.892443
1,0.252186,0.0015296,0,0.0005526,0.408605,0.772422
1,0.310974,0.0122809,0,0.0004173,0.349852,0.761025
1,0.288212,0.0075163,0.0055556,0.0013194,0.364939,0.762148
1,0.352427,0.0073502,0,0.0003187,0.356839,0.694705
1,0.291981,0.006843,0,0.0007588,0.331416,0.772788
1,0.239524,0.0050401,0,0.0012718,0.572968,0.783703
1,0.319867,0.010151,0,0.0005564,0.378834,0.734782
1,0.241785,0.0041339,0,0.0008882,0.436851,0.785683
1,0.297407,0.0014328,0,0.0005854,0.401871,0.753163
1,0.247965,0.004269,0,0.0005503,0.432934,0.782693
1,0.397046,0.0061879,0,0.0000619,0.342704,0.627821
1,0.352276,0.0078141,0,0.0018783,0.376471,0.67613
1,0.2552,0.0078729,0,0.0013771,0.41721,0.772078
1,0.16732,0.0052686,0,0.000441,0.399387,0.838699
1,0.271782,0.0087133,0.0047619,0.0019135,0.395612,0.753807
0,0.277058,0.0035534,0,0.0005338,0.631352,0.776527
1,0.168526,0.0026466,0,0.0011055,0.537292,0.847013
1,0.290926,0.007004,0,0.000606,0.359591,0.72744
1,0.292584,0.006434,0,0.0012034,0.374712,0.745128
1,0.169581,0.0018408,0,0.0003336,0.423095,0.849513
1,0.231836,0.0112403,0,0.0007119,0.446478,0.802348
1,0.191438,0.0013584,0,0.0003354,0.448899,0.816858
1,0.326801,0.0069568,0,0.0003583,0.375928,0.713348
1,0.232439,0.0014615,0,0.0016224,0.377886,0.80038
1,0.234248,0.0015363,0,0.0003225,0.39508,0.786985
-1,0.198523,0.0156119,0.404762,0.003335,0.380837,0.865773
1,0.127374,0.0016705,0,0.0001551,0.439407,0.865823
1,0.240127,0.0017771,0,0.0005793,0.427105,0.789304
1,0.225806,0.0015092,0.0047619,0.0011187,0.40527,0.795778
1,0.305095,0.009331,0,0.0012767,0.392296,0.741655
0,0.0382876,0.004036,0,0.0008012,0.590528,0.972628
1,0.153753,0.0017867,0,0.0005467,0.448841,0.885594
1,0.236509,0.0033371,0,0.0006536,0.427636,0.794094
1,0.26123,0.0054403,0.0198413,0.000849,0.375038,0.775073
1,0.101447,0.0016518,0,0.0003853,0.476667,0.940397
1,0.184806,0.0251075,0.0428571,0.0017336,0.357628,0.86082
1,0.320772,0.0237781,0,0.0015058,0.350987,0.731034
1,0.282635,0.0089359,0,0.0008532,0.479404,0.773531
-1,0.215255,0.0119087,0.0539683,0.0042329,0.520492,0.813418
1,0.185258,0.0033321,0.0055556,0.002494,0.528333,0.83373
1,0.238921,0.0017397,0,0.0016247,0.429588,0.81782
1,0.32439,0.0235216,0,0.0007766,0.376312,0.719556
1,0.310672,0.0069751,0.0055556,0.0033378,0.369496,0.741086
1,0.310522,0.0086659,0,0.001248,0.395772,0.718748
1,0.152095,0.0032449,0,0.0010462,0.52869,0.879211
1,0.317757,0.0101184,0.0238095,0.0005828,0.387937,0.72565
1,0.19792,0.001692,0,0.0016221,0.428438,0.825997
1,0.300573,0.0143128,0,0.0014532,0.345262,0.757531
1,0.266204,0.0159443,0.0539683,0.0014375,0.322451,0.782995
1,0.200633,0.0017056,0.0452381,0.0014331,0.477318,0.817924
-1,0.314139,0.003819,0.0666667,0.0015478,0.324323,0.753681
-1,0.303437,0.00155,0,0.0003017,0.411191,0.738731
1,0.207869,0.0013512,0,0.0004347,0.585445,0.84434
1,0.232439,0.0439936,0.224603,0.0015452,0.396866,0.825748
1,0.313386,0.0235072,0,0.0008553,0.378186,0.7272
1,0.24691,0.0040563,0.0555556,0.0017391,0.453679,0.784237
1,0.290624,0.0070011,0.0968254,0.0014451,0.334242,0.768552
0,0.268315,0.0034311,0,0.0008857,0.509065,0.765185
1,0.351673,0.0302732,0,0.0002003,0.374051,0.717035
1,0.211486,0.0016765,0,0.000999,0.510406,0.812381
1,0.164908,0.0033711,0,0.0004565,0.624604,0.841796
1,0.233796,0.0035156,0,0.0004669,0.552902,0.797868
1,0.264094,0.0086373,0,0.0008235,0.407763,0.768427
0,0.188423,0.016205,0,0.0002533,0.326109,0.874377
1,0.254447,0.0037578,0,0.0008061,0.599592,0.783167
1,0.282635,0.0089183,0.0515873,0.0060765,0.348824,0.771609
1,0.333735,0.0076346,0,0.001118,0.395584,0.700088
1,0.223395,0.0144885,0.0047619,0.0012333,0.331485,0.857797
-1,0.345041,0.007908,0.0047619,0.0024387,0.372894,0.685569
1,0.294543,0.0070139,0,0.0007833,0.353541,0.732596
1,0.34489,0.0047116,0,0.0002946,0.356574,0.727335
1,0.197317,0.0157582,0.0047619,0.0005921,0.333637,0.863424
0,0.177118,0.0136032,0,0.0003491,0.34954,0.830967
1,0.268767,0.0146841,0.015873,0.0007605,0.319217,0.791082
1,0.152246,0.0017335,0,0.000263,0.432502,0.870709
1,0.232439,0.0047228,0.0055556,0.0034717,0.388885,0.811666
1,0.23063,0.012013,0,0.0005803,0.3437,0.811912
1,0.208321,0.0038892,0,0.0007211,0.540739,0.831516
1,0.342629,0.0278012,0,0.0002447,0.37498,0.711722
0,0.276153,0.0118834,0,0.0005685,0.469919,0.760442
1,0.28565,0.0073852,0,0.0006183,0.363332,0.785508
1,0.166717,0.0017884,0,0.0002218,0.430922,0.85712
1,0.236057,0.0091475,0,0.0002411,0.484496,0.810021
1,0.326651,0.0285555,0.116667,0.0018264,0.378047,0.73163
1,0.206663,0.0035437,0,0.0011992,0.603484,0.81099
1,0.225806,0.0146973,0,0.0012861,0.338932,0.814627
1,0.0768767,0.0020997,0,0.000424,0.45101,0.907623
1,0.337805,0.0068497,0,0.0009484,0.348386,0.709855
1,0.287911,0.0125196,0,0.0007145,0.329745,0.775383
1,0.29394,0.0146547,0,0.0004468,0.327865,0.771251
-1,0.289569,0.0074027,0,0.0009282,0.374736,0.759294
0,0.0910461,0.004646,0,0.000447,0.519311,0.94745
1,0.33871,0.0094222,0,0.0007257,0.337676,0.73465
1,0.325746,0.0132791,0.0261905,0.0008221,0.401481,0.693613
1,0.145011,0.0019297,0,0.00026,0.444493,0.856132
1,0.340669,0.0266011,0,0.0003834,0.368851,0.721337
1,0.2959,0.0019246,0,0.0004516,0.390289,0.749846
1,0.315948,0.0060139,0,0.0002376,0.352464,0.74684
1,0.25716,0.0017078,0,0.0002496,0.397216,0.782517
1,0.282936,0.0157868,0.12619,0.0017173,0.344585,0.770541
1,0.349864,0.0111932,0,0.0012448,0.362725,0.73732
-1,0.280072,0.0148564,0.0666667,0.0102734,0.344836,0.772075
1,0.305547,0.0120726,0,0.0004099,0.350717,0.76231
1,0.137926,0.0015181,0.0055556,0.0006847,0.436053,0.868709
1,0.331474,0.006851,0,0.000821,0.344156,0.716867
1,0.214652,0.0013292,0,0.000558,0.455955,0.813147
1,0.248869,0.0014166,0,0.0003607,0.359359,0.79812
-1,0.290172,0.0146704,0.176984,0.0082084,0.31601,0.774691
1,0.310522,0.026403,0,0.0009341,0.378301,0.723838
1,0.351975,0.0048687,0,0.0011052,0.323659,0.71472
1,0.280072,0.0080755,0,0.000214,0.399533,0.763336
1,0.230027,0.0042401,0,0.0003591,0.38091,0.818867
1,0.348055,0.0033517,0.018254,0.0005821,0.328921,0.729529
1,0.193096,0.0013949,0,0.0012716,0.454371,0.837824
1,0.320923,0.0121926,0,0.0009252,0.333874,0.752836
1,0.285499,0.0137882,0.0055556,0.0005025,0.330941,0.773849
1,0.140338,0.0052727,0,0.0005219,0.382098,0.847301
1,0.351372,0.005432,0.0174603,0.0002094,0.329284,0.710053
1,0.246608,0.0083204,0,0.0013781,0.397511,0.779354
1,0.299367,0.0049813,0,0.0009918,0.33512,0.768506
1,0.0813989,0.0018447,0,0.0002012,0.460565,0.916689
1,0.301779,0.0048849,0.0047619,0.0026111,0.325535,0.727774
1,0.207567,0.0026863,0.0246032,0.000984,0.520802,0.815133
1,0.211788,0.0027269,0,0.0005507,0.511322,0.813299
1,0.257612,0.0089411,0.0190476,0.0005401,0.503757,0.7904
1,0.243292,0.0124011,0,0.0007866,0.319575,0.805453
1,0.317606,0.0074415,0.0452381,0.0013356,0.37404,0.744291
