LDN,Elev,GDP,Nt,Pop,Pre,Tem
1,0.0896895,0.0018745,0,0.000583,0.488857,0.817271
1,0.242388,0.0112182,0.0761905,0.0067629,0.442319,0.773749
1,0.232288,0.0044184,0,0.000748,0.45858,0.778732
1,0.0608984,0.0023974,0,0.0003306,0.457978,0.856945
0,0.154206,0.0073006,0,0.0015636,0.425534,0.772807
1,0.24088,0.0041455,0.0293651,0.0021427,0.419868,0.748688
1,0.209074,0.0072853,0.0904762,0.0008496,0.420565,0.755769
1,0.0818511,0.0021484,0,0.0002931,0.474094,0.823492
1,0.145764,0.0021139,0,0.0001049,0.497766,0.804582
1,0.089388,0.0019356,0,0.0004114,0.50085,0.839541
1,0.133102,0.0017125,0,0.0006352,0.505771,0.779033
1,0.179228,0.0044307,0,0.0007601,0.432937,0.798088
1,0.253241,0.0114477,0,0.0021614,0.456862,0.762662
1,0.160537,0.0018239,0,0.000226,0.506166,0.757509
1,0.166265,0.0022686,0,0.0007161,0.458639,0.789204
1,0.123907,0.0124386,0,0.0001466,0.427884,0.878618
1,0.205758,0.0043594,0,0.0012879,0.470862,0.785553
0,0.213898,0.0053077,0.112698,0.0033354,0.416345,0.748477
1,0.221586,0.0040877,0,0.000614,0.433528,0.768208
1,0.151945,0.0015194,0,0.0003949,0.490891,0.87005
1,0.107326,0.0020524,0,0.0002167,0.4816,0.809216
1,0.169279,0.0024617,0,0.0002331,0.45288,0.753087
1,0.265601,0.0125985,0,0.0015165,0.451027,0.755803
1,0.151945,0.003735,0,0.0006435,0.461869,0.776926
1,0.215255,0.014685,0.12381,0.0006916,0.429406,0.757612
1,0.113355,0.0033794,0,0.0009432,0.43569,0.802762
1,0.125565,0.0044067,0,0.0002746,0.488277,0.849648
1,0.167772,0.0043587,0,0.0006663,0.447295,0.782666
1,0.152397,0.0017666,0.0119048,0.0011822,0.464454,0.83419
1,0.192192,0.0174818,0,0.0008834,0.443376,0.780889
1,0.213898,0.00156,0,0.000753,0.477965,0.793239
1,0.0694905,0.0064547,0,0.0008657,0.458027,0.885075
1,0.0988845,0.0024097,0.0103175,0.0002407,0.457443,0.845615
1,0.142448,0.0033862,0,0.0007094,0.45275,0.79103
-1,0.202894,0.0173618,0.224603,0.006873,0.473156,0.801814
1,0.215255,0.0138911,0.178571,0.0016037,0.452693,0.800972
1,0.127374,0.0023707,0,0.0005986,0.454177,0.832088
1,0.13672,0.0049957,0,0.000918,0.454974,0.837851
1,0.195809,0.0119739,0.0047619,0.0007474,0.428959,0.761623
1,0.0945131,0.0024127,0,0.0002948,0.453579,0.835954
1,0.162798,0.0016713,0,0.0008851,0.460093,0.805168
1,0.168677,0.0047541,0,0.000567,0.481543,0.806756
1,0.212843,0.0047467,0,0.0005548,0.483112,0.78266
-1,0.178927,0.0209113,0.783333,0.0340038,0.461337,0.830799
1,0.21028,0.0032952,0,0.0005049,0.43521,0.752519
1,0.190534,0.0053243,0,0.0005218,0.459511,0.806958
1,0.0779319,0.002037,0,0.0003039,0.476275,0.830971
1,0.225806,0.0056859,0,0.0006695,0.423382,0.758227
1,0.138378,0.0023241,0,0.0002849,0.487596,0.795824
1,0.196865,0.007946,0,0.0010088,0.429908,0.745291
1,0.17968,0.0017328,0,0.0009009,0.485747,0.80528
-1,0.278866,0.0059087,0.444444,0.0061769,0.402391,0.71522
1,0.233343,0.0107326,0,0.0015018,0.43365,0.750221
1,0.139735,0.0047215,0,0.0002313,0.490179,0.857191
1,0.13069,0.0027841,0,0.0007322,0.452729,0.820749
1,0.160838,0.0019454,0.0055556,0.0010055,0.457138,0.793468
1,0.141544,0.0024023,0,0.0009905,0.472307,0.79998
-1,0.151191,0.0103093,0.22619,0.0011832,0.444941,0.777769
1,0.178927,0.0017017,0,0.0007972,0.466448,0.787885
1,0.205909,0.0018329,0,0.0003382,0.453079,0.754659
1,0.239222,0.0057698,0,0.000486,0.478869,0.768821
1,0.132951,0.0025383,0,0.0003115,0.434309,0.7757
1,0.162948,0.0089995,0,0.0006625,0.423252,0.756467
1,0.152547,0.0046268,0,0.0005936,0.43392,0.842166
1,0.120892,0.0024899,0,0.0006157,0.464979,0.817189
1,0.313536,0.010294,0,0.0001897,0.436864,0.710259
1,0.160084,0.0019466,0,0.0010923,0.458895,0.803396
-1,0.221737,0.0043182,0.0238095,0.0006051,0.465936,0.773106
1,0.242388,0.0055713,0,0.0011883,0.428096,0.740197
1,0.10808,0.0022726,0,0.0001704,0.493241,0.8203
1,0.216159,0.0196108,0.107937,0.0026806,0.436595,0.751914
1,0.21435,0.0045777,0,0.0005988,0.476952,0.774688
1,0.222339,0.0120417,0,0.0013419,0.439393,0.788163
1,0.16732,0.0024822,0,0.001775,0.453145,0.803304
1,0.193398,0.0164128,0.142857,0.0033511,0.425435,0.77025
1,0.191287,0.0333931,0.0531746,0.0010387,0.418687,0.743819
1,0.304341,0.0045724,0,0.0011623,0.424693,0.650675
1,0.196865,0.0023158,0,0.0006583,0.456014,0.771648
1,0.162798,0.0021602,0,0.0006245,0.470037,0.748695
1,0.264546,0.0046624,0,0.0006,0.418675,0.692127
1,0.145161,0.002015,0,0.0003006,0.443851,0.763496
1,0.285499,0.0113377,0.0039683,0.0014571,0.428124,0.753285
0,0.116219,0.0212327,0.0420635,0.0020288,0.444926,0.779407
1,0.161893,0.0038718,0,0.0004584,0.449466,0.794524
1,0.0785348,0.0015157,0,0.0005326,0.474158,0.909386
1,0.214803,0.0055719,0.0095238,0.0005363,0.47384,0.795167
1,0.135665,0.0024515,0,0.0006733,0.443035,0.769684
1,0.0972264,0.0016852,0,0.0003752,0.501506,0.791777
1,0.137474,0.0014545,0,0.0006401,0.476619,0.839855
1,0.130238,0.0028284,0,0.0018873,0.466198,0.792655
0,0.0737112,0.0017613,0,0.0013791,0.434643,0.815007
1,0.29183,0.0048877,0.0190476,0.0076401,0.397776,0.689935
1,0.27962,0.010499,0,0.0021594,0.432644,0.742468
1,0.233946,0.0058202,0,0.0009724,0.41931,0.723647
1,0.190081,0.0044822,0,0.0008481,0.442099,0.777331
1,0.21224,0.0160955,0,0.0001371,0.442563,0.760953
1,0.141393,0.0016296,0,0.0006824,0.462446,0.846418
1,0.108683,0.0016442,0,0.0008213,0.45906,0.875639
1,0.199126,0.0183334,0,0.0013689,0.439665,0.760427
1,0.154055,0.0025377,0,0.0005234,0.449576,0.821725
1,0.210733,0.0122556,0.0103175,0.000878,0.462687,0.79994
1,0.167772,0.0057487,0.0103175,0.0078236,0.483279,0.816154
1,0.165812,0.0022672,0,0.0008529,0.455068,0.796324
1,0.166415,0.0097253,0.243651,0.0024624,0.427218,0.753731
1,0.189328,0.004479,0,0.0012747,0.445861,0.767049
1,0.132047,0.0179189,0.0230159,0.0036036,0.43996,0.781098
1,0.251131,0.004812,0,0.0008263,0.41959,0.804109
1,0.173349,0.0037148,0,0.0010056,0.440442,0.760119
1,0.0800422,0.0019579,0,0.0013264,0.472948,0.809095
1,0.247513,0.004284,0.0047619,0.0014949,0.463759,0.764824
1,0.172746,0.0056517,0.0738095,0.001721,0.44575,0.798526
1,0.24902,0.0052535,0,0.0039336,0.429458,0.717771
1,0.129032,0.0024817,0,0.0003255,0.460119,0.813945
1,0.17968,0.0093616,0,0.0011922,0.444868,0.756486
1,0.146518,0.0122153,0.385714,0.0027837,0.438415,0.78473
1,0.204854,0.0016981,0,0.0007894,0.473387,0.763957
1,0.151945,0.0022753,0,0.0002852,0.477778,0.792241
1,0.320169,0.0116743,0.0928571,0.0009825,0.405796,0.712569
0,0.126319,0.0020307,0,0.000718,0.478713,0.780337
1,0.0804944,0.0048743,0.0055556,0.0002636,0.474781,0.904421
0,0.248267,0.0065092,0,0.0016444,0.468663,0.760174
1,0.217667,0.0049886,0.222222,0.0068072,0.416037,0.744557
1,0.192342,0.0046789,0.0079365,0.0006098,0.427983,0.795035
1,0.326952,0.0042661,0,0.0008021,0.411967,0.610666
1,0.0850166,0.001965,0,0.0005511,0.459022,0.817771
1,0.125264,0.0016618,0,0.0005065,0.457096,0.814553
0,0.207718,0.109485,0.609524,0.0057622,0.417641,0.754843
1,0.0990353,0.002136,0,0.0006081,0.460787,0.760376
-1,0.150588,0.0054531,0.295238,0.0072484,0.42627,0.798651
1,0.197015,0.0058823,0,0.001329,0.483309,0.798248
1,0.165059,0.002866,0,0.0013736,0.461526,0.796604
1,0.224902,0.0051996,0,0.0006333,0.451387,0.798589
-1,0.111547,0.0026235,0.0103175,0.0004555,0.457738,0.791327
1,0.247965,0.0041511,0.0380952,0.0015836,0.417039,0.773793
1,0.31233,0.0127052,0.0396825,0.0028272,0.408433,0.700336
1,0.152547,0.003649,0,0.0015245,0.472693,0.787524
1,0.233193,0.0124647,0,0.0006791,0.434998,0.79103
1,0.135665,0.0018854,0,0.0005473,0.442787,0.800272
1,0.128128,0.0124883,0.147619,0.0021357,0.436491,0.787478
1,0.243895,0.0043641,0,0.0006271,0.450778,0.776515
1,0.103105,0.0023691,0,0.0002897,0.457785,0.843307
1,0.158426,0.0025809,0,0.0006696,0.45787,0.785476
1,0.223395,0.0209058,0.142857,0.0047916,0.437142,0.748504
1,0.252186,0.0047788,0,0.0012713,0.456832,0.755099
1,0.132349,0.0099386,0,0.0006153,0.448623,0.78979
1,0.188273,0.0068395,0,0.0005851,0.427217,0.737934
1,0.10205,0.0018474,0,0.0006291,0.455812,0.802304
1,0.179831,0.0036117,0,0.0014295,0.445698,0.78206
1,0.105819,0.0023143,0,0.0007719,0.437369,0.78129
1,0.0981308,0.001467,0,0.0002059,0.451987,0.872536
1,0.174405,0.0013669,0,0.0014645,0.482702,0.812064
1,0.100844,0.0057588,0.173016,0.0044691,0.435661,0.803208
1,0.18978,0.0073081,0,0.0003086,0.428607,0.739855
1,0.262587,0.0037053,0,0.0005279,0.387507,0.703897
1,0.103256,0.0016284,0,0.000433,0.453654,0.868356
1,0.232439,0.0039979,0,0.0007873,0.395045,0.760752
1,0.237564,0.0051892,0,0.0011445,0.476818,0.774268
1,0.157371,0.0023848,0.0063492,0.0006007,0.452276,0.803342
1,0.173802,0.0083825,0,0.0005505,0.425406,0.754869
1,0.202593,0.0656029,0.0301587,0.0006263,0.426046,0.750486
1,0.216762,0.0093412,0.12619,0.0018696,0.435416,0.770929
1,0.30826,0.014468,0,0.0014138,0.4041,0.736297
1,0.0917998,0.0018483,0,0.0005006,0.456716,0.803813
1,0.206813,0.0171175,0,0.0007436,0.444,0.761762
1,0.201085,0.0075214,0,0.0003301,0.439132,0.748273
1,0.258366,0.008661,0,0.0014833,0.426194,0.722452
1,0.271631,0.0043932,0,0.0008375,0.432229,0.756289
1,0.229726,0.0044221,0,0.0014042,0.45182,0.77921
1,0.192041,0.0050205,0,0.0003686,0.457354,0.791436
1,0.16536,0.0038173,0.0079365,0.0021695,0.46212,0.764926
1,0.0728068,0.0027106,0.146032,0.0015608,0.478368,0.845396
1,0.158728,0.0039348,0.106349,0.0018662,0.426285,0.790541
1,0.243443,0.0047148,0,0.0018766,0.46931,0.775717
1,0.204703,0.0038015,0,0.0005665,0.423311,0.773076
1,0.152397,0.0098876,0.0301587,0.0020455,0.44545,0.788638
1,0.258517,0.0108745,0.0174603,0.0011095,0.434171,0.768808
1,0.141091,0.0021644,0,0.0006592,0.447005,0.798893
1,0.0862225,0.0016044,0,0.0004809,0.45826,0.847219
1,0.196865,0.003839,0,0.0006433,0.43727,0.766179
1,0.197015,0.0105562,0,0.001797,0.43913,0.772951
1,0.110039,0.0022291,0.0055556,0.0018603,0.429791,0.781736
1,0.343383,0.0032857,0,0.0005437,0.383058,0.660218
1,0.211637,0.0831331,0.0055556,0.0010043,0.436453,0.742035
1,0.197618,0.0049359,0,0.0015134,0.484692,0.801237
1,0.209828,0.0018225,0,0.0007895,0.460332,0.786379
1,0.288966,0.0122221,0,0.0020066,0.419639,0.728722
1,0.13054,0.0022789,0,0.0002551,0.488145,0.796827
1,0.121646,0.0027272,0.0119048,0.0006183,0.451892,0.836002
1,0.217214,0.0069139,0.0150794,0.0096014,0.472105,0.781208
1,0.186011,0.0026517,0,0.0006497,0.458018,0.738912
1,0.146819,0.0117865,0,0.0007608,0.422468,0.857577
1,0.121495,0.0018758,0.199206,0.0026975,0.461093,0.852535
1,0.109738,0.0024122,0,0.0013498,0.452249,0.815383
1,0.16732,0.0034206,0,0.0004524,0.443595,0.76858
1,0.113506,0.0023716,0,0.0006529,0.448998,0.825624
1,0.0896895,0.0025048,0.0857143,0.0020268,0.452161,0.836436
1,0.245402,0.0040534,0,0.0039284,0.421748,0.77126
1,0.230932,0.0049764,0.289683,0.0051626,0.417394,0.739921
1,0.144106,0.0111057,0.0166667,0.0012331,0.431903,0.774472
1,0.0678324,0.0026024,0,0.000813,0.451398,0.832253
1,0.19385,0.0050263,0,0.0004945,0.45229,0.821966
1,0.364335,0.0029916,0,0.0007018,0.352535,0.667256
1,0.165511,0.0071042,0.0809524,0.0012179,0.475588,0.81267
1,0.323184,0.0031578,0,0.0006761,0.348427,0.714261
1,0.220832,0.0130034,0.235714,0.0026423,0.442146,0.758242
1,0.140941,0.0016543,0,0.0005197,0.46643,0.830838
1,0.165059,0.0045375,0,0.0006396,0.480439,0.812299
1,0.141544,0.00253,0,0.001123,0.478292,0.787314
1,0.186464,0.0031092,0,0.0006589,0.454989,0.792777
1,0.24088,0.006849,0.0079365,0.0002704,0.436001,0.707136
1,0.120139,0.0028761,0,0.0002311,0.458662,0.831613
1,0.176364,0.0034227,0,0.0018179,0.473726,0.777754
1,0.264094,0.0100934,0,0.0010458,0.428199,0.75411
1,0.187217,0.0020654,0,0.0004599,0.455163,0.770832
1,0.344136,0.0029906,0,0.0003869,0.349071,0.683885
1,0.166566,0.0036391,0,0.0006991,0.475157,0.79456
1,0.148779,0.0049511,0,0.0004468,0.452248,0.822793
1,0.0492915,0.0023599,0,0.0005615,0.454616,0.856776
1,0.262436,0.005755,0,0.0003656,0.462301,0.759132
0,0.200633,0.0177829,0.018254,0.0028697,0.441062,0.759957
1,0.106271,0.0039841,0,0.000521,0.458164,0.810825
1,0.220832,0.0114727,0.018254,0.0005592,0.459973,0.789754
1,0.198221,0.0017089,0,0.0004363,0.468294,0.786014
1,0.096322,0.0029355,0,0.0010718,0.452495,0.822402
1,0.178324,0.0013749,0,0.0002138,0.485829,0.833783
1,0.15315,0.0106164,0,0.0020718,0.426819,0.820545
1,0.215707,0.0093472,0,0.0006037,0.44546,0.766174
1,0.143654,0.003378,0,0.0003939,0.482892,0.791567
1,0.125716,0.00184,0.0261905,0.0007282,0.450306,0.807517
1,0.222189,0.0067884,0,0.000456,0.440923,0.738927
1,0.139282,0.020167,0,0.0003479,0.438448,0.774342
1,0.252186,0.0052313,0.0087302,0.0013414,0.462794,0.763941
1,0.163401,0.0024968,0,0.0005445,0.45748,0.743687
1,0.21827,0.0070467,0,0.0007263,0.428409,0.714429
1,0.26334,0.0074786,0,0.0030181,0.372255,0.76499
0,0.250075,0.0055881,0,0.0026846,0.434514,0.72019
1,0.116672,0.0219069,0.124603,0.0009921,0.440103,0.787122
1,0.141845,0.0025689,0,0.0002622,0.441871,0.760807
1,0.121345,0.0181636,0.630952,0.0537076,0.439661,0.797702
1,0.210431,0.0042862,0,0.0004539,0.430413,0.788882
1,0.209979,0.0214842,0.15,0.0021616,0.43826,0.756728
1,0.237413,0.0030952,0,0.0001154,0.4824,0.722417
1,0.283992,0.0103269,0,0.0009568,0.448871,0.74855
1,0.173952,0.0044019,0.0055556,0.0017731,0.460604,0.820626
1,0.206361,0.0049366,0,0.001726,0.485659,0.792974
1,0.251281,0.0122481,0.0119048,0.0014959,0.443281,0.759562
1,0.211034,0.0034682,0.0246032,0.0006431,0.440027,0.746293
1,0.168074,0.0042354,0,0.0004684,0.463253,0.808478
1,0.177872,0.0017081,0,0.0008548,0.461416,0.813395
-1,0.197317,0.0116757,0.20873,0.0402232,0.438784,0.779777
1,0.163702,0.0020147,0,0.0001697,0.526061,0.761643
1,0.182544,0.0036965,0,0.000301,0.464622,0.756601
1,0.235152,0.0114262,0,0.0002461,0.457715,0.78163
1,0.214652,0.0052716,0,0.0004309,0.478531,0.776526
1,0.158276,0.0069709,0,0.0006529,0.419782,0.76763
1,0.215255,0.0069569,0,0.0002438,0.437871,0.726564
1,0.18375,0.00281,0,0.0007561,0.452876,0.780894
1,0.236509,0.0106198,0,0.0027159,0.456849,0.77671
-1,0.168827,0.0085051,0.203968,0.0018368,0.419143,0.765249
1,0.199879,0.0022291,0,0.0008496,0.44542,0.780183
-1,0.209527,0.0023978,0.0142857,0.0014734,0.463198,0.793586
1,0.184052,0.0051056,0,0.0005428,0.462167,0.793444
1,0.155713,0.0111554,0,0.0005149,0.442724,0.77137
1,0.078987,0.0023239,0,0.0005241,0.49309,0.832596
1,0.183147,0.0052647,0.0055556,0.001302,0.449446,0.815312
-1,0.304944,0.0132734,0.260317,0.005661,0.415387,0.731454
1,0.198071,0.0068403,0,0.0003474,0.436829,0.735438
1,0.19385,0.0047093,0,0.0004445,0.481609,0.813817
1,0.158125,0.0040347,0,0.0007606,0.446574,0.807596
1,0.200181,0.0135667,0.113492,0.0008494,0.428965,0.762628
1,0.195056,0.0017888,0,0.0007948,0.462122,0.796316
1,0.136418,0.0023018,0,0.0005339,0.468262,0.771716
0,0.272083,0.0021677,0,0.0001903,0.49764,0.661561
1,0.102653,0.0019102,0,0.0005917,0.448386,0.787382
1,0.117124,0.0018444,0,0.0005492,0.472979,0.815055
1,0.23259,0.0118462,0,0.0014809,0.474803,0.781963
1,0.198674,0.0035429,0,0.0012288,0.442218,0.737586
1,0.164607,0.0021996,0,0.0007856,0.451576,0.808636
1,0.190684,0.0020453,0,0.0008492,0.450279,0.762588
1,0.0619536,0.0027253,0.0198413,0.0004614,0.45496,0.837072
1,0.192342,0.0911629,0.120635,0.002158,0.419503,0.761138
1,0.108381,0.0109882,0,0.0003067,0.553978,0.858856
1,0.0800422,0.0046384,0,0.0010385,0.549653,0.929424
1,0.114109,0.0015387,0,0.0001972,0.438482,0.886291
1,0.0468797,0.0078956,0,0.0004093,0.629472,0.934729
1,0.171239,0.0012082,0,0.000203,0.462617,0.810954
1,0.0937594,0.0024165,0,0.0009489,0.585615,0.863411
1,0.0556226,0.0082269,0,0.0003342,0.532754,0.937878
1,0.119385,0.0022851,0,0.0005629,0.507084,0.84512
1,0.073259,0.0073208,0,0.0004759,0.662111,0.895757
1,0.0521556,0.0087667,0,0.001436,0.589916,0.894922
1,0.111697,0.0015286,0,0.0001868,0.445447,0.890246
1,0.0307507,0.0081167,0.0047619,0.0009193,0.613308,0.952538
1,0.0339162,0.0069715,0,0.000526,0.690332,0.94557
1,0.134911,0.0072143,0,0.0002511,0.637871,0.863651
1,0.0709979,0.0048355,0,0.0003748,0.636622,0.88967
1,0.170787,0.0082777,0,0.0003007,0.495654,0.861588
-1,0.0682846,0.00783,0.203175,0.0152923,0.554337,0.933975
1,0.0682846,0.0049167,0,0.0027265,0.592527,0.900407
1,0.0571299,0.0075959,0,0.0003852,0.578908,0.888122
1,0.0581851,0.0155279,0,0.0005903,0.563511,0.911914
0,0.0618028,0.0090233,0,0.0003986,0.55178,0.945426
1,0.143503,0.0050733,0.068254,0.0019969,0.481242,0.812515
1,0.0786856,0.0109146,0,0.0002385,0.531271,0.85322
1,0.130841,0.0012889,0,0.0004233,0.456748,0.87488
1,0.046729,0.0025017,0,0.0006626,0.51245,0.870328
-1,0.0266807,0.0104388,0.0238095,0.0012847,0.588904,0.956115
1,0.146669,0.0011631,0,0.0003247,0.43419,0.866249
1,0.176666,0.0010812,0.0063492,0.0002218,0.406657,0.836618
1,0.132499,0.0055921,0.127778,0.0011002,0.517303,0.814812
1,0.0241182,0.0179174,0.54127,0.0097455,0.502795,0.964726
1,0.133856,0.0047124,0,0.00152,0.582652,0.887222
1,0.0247211,0.0096458,0,0.000809,0.575039,0.951564
1,0.0453723,0.0152064,0,0.0003714,0.607213,0.916257
1,0.0307507,0.0114681,0,0.0009874,0.532788,0.960477
1,0.0286403,0.0101939,0,0.0019631,0.530302,0.956514
1,0.0256256,0.0217306,0,0.0004138,0.610332,0.937404
1,0.0878806,0.0057049,0,0.0003221,0.559997,0.917929
1,0.0375339,0.0024761,0.0150794,0.0015956,0.534332,0.883241
1,0.148478,0.0054882,0,0.0009341,0.540147,0.870268
1,0.059391,0.0155347,0,0.0010108,0.58885,0.919903
1,0.0679831,0.004434,0,0.0000617,0.719295,0.918535
1,0.0315044,0.0082153,0.0055556,0.0007703,0.496523,0.952507
1,0.0908954,0.0021972,0,0.0003455,0.526517,0.841561
1,0.0331625,0.0101851,0,0.00103,0.537576,0.956759
1,0.110341,0.0046745,0.322222,0.0003644,0.53774,0.907699
1,0.0378354,0.0097815,0,0.0020828,0.521537,0.953258
1,0.0770274,0.0109676,0,0.0004043,0.534933,0.861742
1,0.125716,0.0058919,0,0.0010647,0.564329,0.888832
1,0.225203,0.0028898,0,0.0004755,0.458689,0.787743
1,0.0960205,0.0042393,0,0.0002993,0.483182,0.843843
1,0.0400965,0.0092745,0,0.0003588,0.56611,0.955395
1,0.0652698,0.0094752,0,0.0013132,0.577603,0.938853
1,0.0670787,0.0023911,0,0.0007652,0.47957,0.906926
1,0.180133,0.001852,0,0.0004122,0.519457,0.844313
1,0.046729,0.0047894,0,0.0006868,0.553397,0.917852
1,0.0931565,0.0021011,0,0.000132,0.520852,0.843079
1,0.166868,0.0040682,0,0.0004278,0.518839,0.868
1,0.029997,0.030038,0.0706349,0.0001002,0.551555,0.933089
1,0.0535122,0.0073546,0,0.0004387,0.568336,0.871825
1,0.141544,0.004969,0,0.0003911,0.534203,0.877938
1,0.0862225,0.0149654,0,0.0003945,0.582751,0.918104
1,0.0532107,0.0066833,0.0722222,0.0033032,0.531653,0.942136
1,0.120742,0.0047723,0,0.0009885,0.559005,0.88988
1,0.147724,0.0049097,0,0.0001762,0.57585,0.832408
1,0.0768767,0.001697,0,0.000326,0.508863,0.924523
1,0.02653,0.0097502,0,0.0003925,0.598694,0.938425
1,0.140338,0.0020756,0,0.0002772,0.49894,0.8116
1,0.118631,0.002039,0,0.0009076,0.497147,0.847209
1,0.0468797,0.0051214,0,0.0006499,0.596965,0.918588
1,0.0684353,0.0114239,0,0.0004247,0.544966,0.931494
1,0.148025,0.0013222,0,0.0002139,0.451936,0.83254
1,0.0838107,0.0453489,0,0.000638,0.741402,0.907009
1,0.0064818,0.0596103,0.0388889,0.0011643,0.715544,0.947591
1,0.0958698,0.0014854,0,0.0001905,0.445258,0.874604
1,0.0100995,0.067424,0,0.000446,0.858956,0.945432
1,0.182846,0.0010996,0,0.0002966,0.408833,0.830936
1,0.0073862,0.0754575,0.0269841,0.000518,0.892113,0.954493
1,0.0916491,0.0024335,0,0.0002221,0.619479,0.873111
1,0.0444679,0.0054394,0,0.0020053,0.643348,0.923919
1,0.0274344,0.0112228,0.110317,0.0027275,0.555387,0.959523
1,0.111999,0.0028632,0,0.0007869,0.484023,0.860859
0,0.0262285,0.0146819,0.065873,0.0034937,0.563478,0.960704
1,0.0468797,0.0072509,0,0.0004782,0.517746,0.940969
1,0.104462,0.0107452,0,0.0004646,0.520752,0.843792
1,0.0229123,0.012778,0.0079365,0.0031341,0.56495,0.959031
1,0.0925535,0.0024455,0,0.0003651,0.586069,0.876316
1,0.0826048,0.005432,0,0.0014233,0.548093,0.923998
1,0.129484,0.009666,0,0.0004575,0.4974,0.850273
1,0.107326,0.0041424,0,0.0002608,0.469125,0.835121
1,0.0393428,0.0015216,0,0.0002407,0.461996,0.926565
1,0.0792885,0.004218,0,0.0012362,0.478883,0.850629
1,0.0658728,0.0087753,0,0.0003386,0.506434,0.911597
1,0.0197468,0.0099248,0.130952,0.0060503,0.580392,0.953833
-1,0.0152246,0.293653,0.957143,0.0105612,0.525133,0.939994
1,0.138378,0.0015294,0,0.000217,0.436325,0.883866
1,0.0602954,0.0085576,0,0.0009725,0.527368,0.950781
1,0.152698,0.0045521,0,0.0006508,0.509125,0.876648
1,0.0304492,0.0111818,0.031746,0.0003886,0.48929,0.954972
1,0.0817003,0.0092765,0,0.0002196,0.558529,0.923169
1,0.141694,0.0014665,0,0.0002766,0.446975,0.852358
1,0.153,0.0012237,0,0.0002344,0.464011,0.819112
1,0.0517033,0.0072263,0,0.0001683,0.553372,0.862797
1,0.131143,0.0014628,0,0.0003448,0.43095,0.862508
1,0.0141694,0.0199187,0,0.0003507,0.664442,0.936977
1,0.0675309,0.0024425,0,0.0001495,0.608742,0.886886
1,0.154809,0.0010989,0,0.0005877,0.422405,0.85974
1,0.0440157,0.0094429,0,0.0001009,0.55122,0.940604
1,0.0257763,0.0142156,0.0119048,0.0011144,0.578229,0.952718
0,0.0043714,0.0408186,0.56746,0.0069476,0.666412,0.933429
1,0.0801929,0.0092091,0,0.0001785,0.487076,0.918743
1,0.0636117,0.0091544,0,0.0001654,0.573092,0.936228
1,0.0141694,0.0321841,0.0865079,0.0019652,0.653867,0.938997
1,0.0367802,0.0075358,0,0.0003689,0.563493,0.887457
1,0.0137172,0.0515098,0,0.0031115,0.791549,0.946314
0,0.0361773,0.011848,0,0.0006445,0.527837,0.954362
1,0.0330118,0.0120648,0.10873,0.0042114,0.549228,0.889858
1,0.0514019,0.0122133,0,0.0004376,0.572086,0.924456
1,0.0238167,0.0105699,0,0.000397,0.591223,0.950615
1,0.134007,0.0013406,0,0.000225,0.466008,0.815006
1,0.0162798,0.335561,0.993651,0.440201,0.523626,0.947419
1,0.069792,0.0074463,0,0.0004177,0.554937,0.877113
1,0.0914983,0.0146785,0,0.0003064,0.56207,0.893026
1,0.169129,0.0012276,0,0.0002369,0.463717,0.81121
1,0.0331625,0.0110338,0,0.0004531,0.551126,0.883412
1,0.137775,0.0011524,0,0.0001287,0.429084,0.860095
1,0.117727,0.0048785,0,0.0005011,0.574737,0.880692
1,0.0318058,0.0065293,0,0.0002933,0.719123,0.942524
1,0.0619536,0.0053399,0.0047619,0.0027575,0.549417,0.934227
1,0.0913476,0.0027629,0,0.0004715,0.537966,0.872747
1,0.116069,0.001486,0,0.0003152,0.445538,0.86118
1,0.0672294,0.0044121,0,0.0003269,0.530432,0.931516
1,0.0976786,0.0043244,0,0.0006641,0.494756,0.84451
1,0.0431112,0.0111597,0.0325397,0.0005205,0.545236,0.939012
1,0.190684,0.0026421,0,0.0001125,0.424907,0.816125
1,0.145614,0.0027856,0,0.0002236,0.474301,0.837886
1,0.049593,0.0095668,0,0.0003491,0.591905,0.934239
1,0.0613506,0.0170178,0,0.000832,0.561802,0.915345
0,0.160084,0.0011642,0,0.0001286,0.424046,0.847745
1,0.172596,0.0015694,0,0.000234,0.46445,0.818997
1,0.0486886,0.0078585,0,0.0005279,0.620783,0.888745
1,0.0455231,0.0047784,0,0.0006256,0.542516,0.914697
1,0.0423576,0.0088562,0,0.0007462,0.596305,0.89688
1,0.109436,0.008454,0,0.0003893,0.511285,0.876608
1,0.0286403,0.0084883,0,0.0001066,0.528439,0.956418
1,0.0783841,0.0024277,0,0.0005933,0.591299,0.888259
-1,0.107024,0.0038737,0.0230159,0.0026841,0.515245,0.875547
1,0.0260778,0.0176274,0,0.0007947,0.635388,0.937059
1,0.0720531,0.0023897,0,0.0001975,0.556754,0.870515
1,0.0598432,0.0048793,0,0.0030968,0.585594,0.908084
1,0.0569792,0.0046628,0,0.0009329,0.543529,0.890914
1,0.162496,0.0017531,0,0.0003332,0.466421,0.814208
1,0.0773289,0.0109168,0,0.0013786,0.562966,0.930189
1,0.139735,0.0043064,0,0.0001224,0.498872,0.799056
1,0.0765752,0.0057764,0.0063492,0.0009035,0.559714,0.926429
1,0.0263793,0.0109193,0,0.0014389,0.623281,0.949826
